#step   T      Ekin       Ethermo     E_LJ      E_LJ_corr   E_LJ_tot   Econs
1040000  254.4  1.354E+02  -2.826E+01  -1.833E+01  -6.168E-01  -1.894E+01  1.447E+02
1050000  288.3  1.534E+02  -6.914E+00  -1.526E+01  -6.168E-01  -1.588E+01  1.444E+02
1060000  363.4  1.934E+02  3.718E+01  -1.184E+01  -6.168E-01  -1.246E+01  1.437E+02
1070000  362.7  1.930E+02  3.005E+01  -1.858E+01  -6.168E-01  -1.919E+01  1.438E+02
1080000  297.8  1.585E+02  -7.793E+00  -2.184E+01  -6.168E-01  -2.245E+01  1.438E+02
1090000  338.2  1.800E+02  1.623E+01  -1.905E+01  -6.168E-01  -1.967E+01  1.441E+02
1100000  300.2  1.598E+02  -3.589E+00  -1.848E+01  -6.168E-01  -1.909E+01  1.442E+02
1110000  326.5  1.738E+02  1.627E+01  -1.252E+01  -6.168E-01  -1.314E+01  1.443E+02
1120000  318.8  1.697E+02  5.200E+00  -1.947E+01  -6.168E-01  -2.009E+01  1.444E+02
1130000  300.3  1.598E+02  -2.618E+00  -1.725E+01  -6.168E-01  -1.786E+01  1.446E+02
1140000  250.3  1.332E+02  -2.807E+01  -1.614E+01  -6.168E-01  -1.676E+01  1.445E+02
1150000  288.5  1.535E+02  -9.350E+00  -1.833E+01  -6.168E-01  -1.895E+01  1.439E+02
1160000  346.4  1.843E+02  2.225E+01  -1.796E+01  -6.168E-01  -1.857E+01  1.435E+02
1170000  341.0  1.814E+02  1.990E+01  -1.735E+01  -6.168E-01  -1.796E+01  1.436E+02
1180000  278.1  1.480E+02  -6.228E+00  -1.029E+01  -6.168E-01  -1.091E+01  1.433E+02
1190000  287.0  1.527E+02  -1.375E+01  -2.282E+01  -6.168E-01  -2.344E+01  1.430E+02
1200000  288.8  1.537E+02  -4.899E+00  -1.407E+01  -6.168E-01  -1.469E+01  1.439E+02
1210000  313.6  1.669E+02  1.926E+00  -2.033E+01  -6.168E-01  -2.094E+01  1.440E+02
1220000  276.4  1.471E+02  -1.630E+01  -1.953E+01  -6.168E-01  -2.014E+01  1.432E+02
1230000  295.8  1.574E+02  -7.533E+00  -2.121E+01  -6.168E-01  -2.183E+01  1.431E+02
1240000  260.7  1.387E+02  -2.262E+01  -1.759E+01  -6.168E-01  -1.820E+01  1.432E+02
1250000  255.3  1.358E+02  -2.798E+01  -1.983E+01  -6.168E-01  -2.045E+01  1.434E+02
1260000  264.9  1.409E+02  -2.610E+01  -2.375E+01  -6.168E-01  -2.437E+01  1.427E+02
1270000  289.2  1.539E+02  -5.582E+00  -1.607E+01  -6.168E-01  -1.669E+01  1.428E+02
1280000  289.5  1.540E+02  -3.605E+00  -1.357E+01  -6.168E-01  -1.419E+01  1.434E+02
1290000  281.5  1.498E+02  -1.300E+01  -1.887E+01  -6.168E-01  -1.948E+01  1.433E+02
1300000  327.2  1.741E+02  1.368E+01  -1.634E+01  -6.168E-01  -1.696E+01  1.435E+02
1310000  292.6  1.557E+02  -1.275E+01  -2.406E+01  -6.168E-01  -2.468E+01  1.438E+02
1320000  290.1  1.543E+02  -1.127E+01  -2.101E+01  -6.168E-01  -2.163E+01  1.440E+02
1330000  288.6  1.536E+02  -9.103E+00  -1.797E+01  -6.168E-01  -1.858E+01  1.441E+02
1340000  293.1  1.559E+02  2.299E+00  -8.938E+00  -6.168E-01  -9.555E+00  1.441E+02
1350000  271.5  1.445E+02  -1.572E+01  -1.508E+01  -6.168E-01  -1.570E+01  1.445E+02
1360000  277.7  1.478E+02  -1.039E+01  -1.273E+01  -6.168E-01  -1.335E+01  1.448E+02
1370000  346.8  1.845E+02  2.031E+01  -1.933E+01  -6.168E-01  -1.995E+01  1.443E+02
1380000  323.7  1.722E+02  5.759E+00  -2.144E+01  -6.168E-01  -2.206E+01  1.444E+02
1390000  281.6  1.499E+02  -1.251E+01  -1.800E+01  -6.168E-01  -1.861E+01  1.438E+02
1400000  324.6  1.727E+02  1.733E+01  -1.095E+01  -6.168E-01  -1.157E+01  1.438E+02
1410000  308.6  1.642E+02  3.875E+00  -1.591E+01  -6.168E-01  -1.652E+01  1.438E+02
1420000  382.9  2.037E+02  3.815E+01  -2.070E+01  -6.168E-01  -2.132E+01  1.443E+02
1430000  296.4  1.577E+02  -7.524E+00  -2.029E+01  -6.168E-01  -2.090E+01  1.443E+02
1440000  275.6  1.467E+02  -1.679E+01  -1.849E+01  -6.168E-01  -1.910E+01  1.444E+02
1450000  264.9  1.410E+02  -1.625E+01  -1.213E+01  -6.168E-01  -1.275E+01  1.445E+02
1460000  288.4  1.535E+02  -9.243E+00  -1.763E+01  -6.168E-01  -1.824E+01  1.445E+02
1470000  339.6  1.807E+02  1.606E+01  -1.964E+01  -6.168E-01  -2.026E+01  1.444E+02
1480000  297.2  1.582E+02  -1.279E+01  -2.588E+01  -6.168E-01  -2.650E+01  1.445E+02
1490000  287.5  1.530E+02  -7.593E+00  -1.566E+01  -6.168E-01  -1.627E+01  1.443E+02
1500000  277.2  1.475E+02  -1.693E+01  -1.886E+01  -6.168E-01  -1.948E+01  1.449E+02
1510000  264.4  1.407E+02  -1.950E+01  -1.443E+01  -6.168E-01  -1.505E+01  1.451E+02
1520000  268.9  1.431E+02  -1.749E+01  -1.439E+01  -6.168E-01  -1.500E+01  1.456E+02
1530000  310.7  1.653E+02  4.526E+00  -1.402E+01  -6.168E-01  -1.464E+01  1.461E+02
1540000  352.8  1.877E+02  2.274E+01  -1.831E+01  -6.168E-01  -1.892E+01  1.460E+02
1550000  273.0  1.453E+02  -1.752E+01  -1.688E+01  -6.168E-01  -1.749E+01  1.453E+02
1560000  298.5  1.588E+02  -5.013E+00  -1.846E+01  -6.168E-01  -1.908E+01  1.448E+02
1570000  299.6  1.594E+02  -9.173E+00  -2.313E+01  -6.168E-01  -2.374E+01  1.449E+02
1580000  301.1  1.602E+02  -3.243E+00  -1.787E+01  -6.168E-01  -1.849E+01  1.450E+02
1590000  317.5  1.689E+02  3.583E+00  -1.962E+01  -6.168E-01  -2.024E+01  1.451E+02
1600000  329.4  1.753E+02  1.243E+01  -1.711E+01  -6.168E-01  -1.772E+01  1.451E+02
1610000  335.6  1.786E+02  2.022E+01  -1.273E+01  -6.168E-01  -1.335E+01  1.450E+02
1620000  268.3  1.428E+02  -1.714E+01  -1.481E+01  -6.168E-01  -1.543E+01  1.445E+02
1630000  341.7  1.818E+02  2.060E+01  -1.670E+01  -6.168E-01  -1.731E+01  1.439E+02
1640000  249.1  1.326E+02  -2.760E+01  -1.683E+01  -6.168E-01  -1.745E+01  1.427E+02
1650000  304.7  1.622E+02  2.390E+00  -1.689E+01  -6.168E-01  -1.751E+01  1.423E+02
1660000  313.8  1.670E+02  2.561E+00  -2.189E+01  -6.168E-01  -2.250E+01  1.419E+02
1670000  265.6  1.413E+02  -1.872E+01  -1.741E+01  -6.168E-01  -1.803E+01  1.420E+02
1680000  280.1  1.491E+02  -1.658E+01  -2.239E+01  -6.168E-01  -2.301E+01  1.426E+02
1690000  310.9  1.655E+02  5.043E+00  -1.736E+01  -6.168E-01  -1.798E+01  1.424E+02
1700000  370.1  1.969E+02  3.748E+01  -1.720E+01  -6.168E-01  -1.781E+01  1.416E+02
1710000  340.2  1.810E+02  1.895E+01  -1.981E+01  -6.168E-01  -2.043E+01  1.417E+02
1720000  290.6  1.546E+02  -8.154E+00  -2.034E+01  -6.168E-01  -2.096E+01  1.418E+02
1730000  329.3  1.752E+02  1.935E+01  -1.380E+01  -6.168E-01  -1.442E+01  1.415E+02
1740000  296.1  1.576E+02  -3.987E+00  -2.003E+01  -6.168E-01  -2.064E+01  1.409E+02
1750000  304.8  1.622E+02  -3.004E+00  -2.313E+01  -6.168E-01  -2.375E+01  1.414E+02
1760000  299.6  1.594E+02  3.117E+00  -1.454E+01  -6.168E-01  -1.516E+01  1.412E+02
1770000  264.8  1.409E+02  -2.191E+01  -2.082E+01  -6.168E-01  -2.144E+01  1.414E+02
1780000  272.7  1.451E+02  -1.433E+01  -1.802E+01  -6.168E-01  -1.864E+01  1.408E+02
1790000  275.0  1.463E+02  -1.255E+01  -1.712E+01  -6.168E-01  -1.774E+01  1.412E+02
1800000  337.1  1.794E+02  1.841E+01  -1.953E+01  -6.168E-01  -2.015E+01  1.408E+02
1810000  330.6  1.759E+02  2.051E+01  -1.423E+01  -6.168E-01  -1.485E+01  1.406E+02
1820000  295.6  1.573E+02  -2.097E+00  -1.755E+01  -6.168E-01  -1.817E+01  1.412E+02
1830000  300.8  1.601E+02  9.579E-01  -1.779E+01  -6.168E-01  -1.841E+01  1.407E+02
1840000  341.1  1.815E+02  2.524E+01  -1.464E+01  -6.168E-01  -1.526E+01  1.410E+02
1850000  272.1  1.448E+02  -1.328E+01  -1.658E+01  -6.168E-01  -1.719E+01  1.409E+02
1860000  285.2  1.518E+02  -7.282E+00  -1.743E+01  -6.168E-01  -1.805E+01  1.410E+02
1870000  313.1  1.666E+02  1.028E+01  -1.462E+01  -6.168E-01  -1.524E+01  1.411E+02
1880000  286.8  1.526E+02  -8.638E+00  -1.997E+01  -6.168E-01  -2.059E+01  1.407E+02
1890000  339.3  1.805E+02  2.185E+01  -1.787E+01  -6.168E-01  -1.849E+01  1.402E+02
1900000  344.9  1.835E+02  2.450E+01  -1.806E+01  -6.168E-01  -1.868E+01  1.403E+02
1910000  360.0  1.916E+02  3.102E+01  -1.947E+01  -6.168E-01  -2.009E+01  1.405E+02
1920000  368.5  1.961E+02  3.311E+01  -2.176E+01  -6.168E-01  -2.237E+01  1.406E+02
1930000  328.3  1.747E+02  1.329E+01  -2.032E+01  -6.168E-01  -2.094E+01  1.404E+02
1940000  276.7  1.472E+02  -1.088E+01  -1.807E+01  -6.168E-01  -1.868E+01  1.394E+02
1950000  323.8  1.723E+02  1.414E+01  -1.770E+01  -6.168E-01  -1.832E+01  1.398E+02
1960000  271.8  1.446E+02  -1.423E+01  -1.937E+01  -6.168E-01  -1.998E+01  1.389E+02
1970000  338.7  1.802E+02  1.963E+01  -2.139E+01  -6.168E-01  -2.201E+01  1.386E+02
1980000  270.4  1.439E+02  -1.438E+01  -1.918E+01  -6.168E-01  -1.980E+01  1.385E+02
1990000  315.2  1.677E+02  1.474E+01  -1.462E+01  -6.168E-01  -1.524E+01  1.378E+02
2000000  310.8  1.654E+02  1.182E+01  -1.479E+01  -6.168E-01  -1.541E+01  1.382E+02
2010000  296.7  1.579E+02  4.115E+00  -1.453E+01  -6.168E-01  -1.515E+01  1.386E+02
2020000  358.0  1.905E+02  3.367E+01  -1.758E+01  -6.168E-01  -1.819E+01  1.387E+02
2030000  278.9  1.484E+02  -7.765E+00  -1.685E+01  -6.168E-01  -1.747E+01  1.387E+02
2040000  278.8  1.484E+02  -5.032E+00  -1.441E+01  -6.168E-01  -1.503E+01  1.384E+02
2050000  257.4  1.370E+02  -2.304E+01  -2.102E+01  -6.168E-01  -2.164E+01  1.384E+02
2060000  310.5  1.652E+02  2.608E+00  -2.355E+01  -6.168E-01  -2.417E+01  1.384E+02
2070000  243.1  1.293E+02  -2.236E+01  -1.302E+01  -6.168E-01  -1.364E+01  1.381E+02
2080000  228.1  1.214E+02  -3.277E+01  -1.559E+01  -6.168E-01  -1.621E+01  1.379E+02
2090000  277.4  1.476E+02  -7.697E+00  -1.651E+01  -6.168E-01  -1.712E+01  1.382E+02
2100000  317.6  1.690E+02  1.572E+01  -1.402E+01  -6.168E-01  -1.464E+01  1.386E+02
2110000  237.5  1.264E+02  -3.264E+01  -1.932E+01  -6.168E-01  -1.994E+01  1.391E+02
2120000  351.2  1.869E+02  2.733E+01  -2.029E+01  -6.168E-01  -2.091E+01  1.386E+02
2130000  337.0  1.793E+02  2.238E+01  -1.737E+01  -6.168E-01  -1.798E+01  1.390E+02
2140000  368.9  1.963E+02  3.563E+01  -2.106E+01  -6.168E-01  -2.168E+01  1.390E+02
2150000  309.9  1.649E+02  5.937E+00  -1.988E+01  -6.168E-01  -2.049E+01  1.385E+02
2160000  290.2  1.544E+02  -2.739E+00  -1.834E+01  -6.168E-01  -1.896E+01  1.382E+02
2170000  281.5  1.498E+02  -3.283E+00  -1.382E+01  -6.168E-01  -1.444E+01  1.386E+02
2180000  289.3  1.540E+02  -2.870E+00  -1.758E+01  -6.168E-01  -1.820E+01  1.386E+02
2190000  322.3  1.715E+02  1.595E+01  -1.741E+01  -6.168E-01  -1.803E+01  1.375E+02
2200000  271.7  1.446E+02  -1.462E+01  -2.093E+01  -6.168E-01  -2.155E+01  1.377E+02
2210000  297.2  1.582E+02  1.282E+00  -1.920E+01  -6.168E-01  -1.982E+01  1.371E+02
2220000  265.0  1.410E+02  -1.464E+01  -1.799E+01  -6.168E-01  -1.861E+01  1.371E+02
2230000  327.3  1.742E+02  2.043E+01  -1.605E+01  -6.168E-01  -1.666E+01  1.371E+02
2240000  245.4  1.306E+02  -2.296E+01  -1.551E+01  -6.168E-01  -1.613E+01  1.374E+02
2250000  279.1  1.485E+02  -5.597E+00  -1.591E+01  -6.168E-01  -1.653E+01  1.376E+02
2260000  335.4  1.785E+02  2.091E+01  -1.992E+01  -6.168E-01  -2.053E+01  1.370E+02
2270000  300.4  1.598E+02  5.841E+00  -1.589E+01  -6.168E-01  -1.651E+01  1.375E+02
2280000  270.8  1.441E+02  -8.498E+00  -1.488E+01  -6.168E-01  -1.550E+01  1.371E+02
2290000  272.3  1.449E+02  -1.421E+01  -2.081E+01  -6.168E-01  -2.143E+01  1.377E+02
2300000  357.1  1.900E+02  3.468E+01  -1.683E+01  -6.168E-01  -1.745E+01  1.379E+02
2310000  323.8  1.723E+02  1.461E+01  -1.874E+01  -6.168E-01  -1.936E+01  1.383E+02
2320000  303.9  1.617E+02  6.944E+00  -1.572E+01  -6.168E-01  -1.634E+01  1.384E+02
2330000  300.0  1.596E+02  3.272E+00  -1.762E+01  -6.168E-01  -1.824E+01  1.381E+02
2340000  315.3  1.678E+02  1.283E+01  -1.551E+01  -6.168E-01  -1.612E+01  1.389E+02
2350000  304.3  1.619E+02  7.430E+00  -1.511E+01  -6.168E-01  -1.573E+01  1.388E+02
2360000  316.6  1.685E+02  1.025E+01  -1.894E+01  -6.168E-01  -1.955E+01  1.387E+02
2370000  266.9  1.420E+02  -1.330E+01  -1.608E+01  -6.168E-01  -1.669E+01  1.386E+02
2380000  385.5  2.051E+02  4.927E+01  -1.629E+01  -6.168E-01  -1.691E+01  1.390E+02
2390000  322.2  1.714E+02  1.035E+01  -2.183E+01  -6.168E-01  -2.245E+01  1.386E+02
2400000  301.2  1.603E+02  8.498E+00  -1.282E+01  -6.168E-01  -1.344E+01  1.384E+02
2410000  278.2  1.480E+02  -5.979E+00  -1.546E+01  -6.168E-01  -1.608E+01  1.379E+02
2420000  296.6  1.578E+02  4.659E+00  -1.480E+01  -6.168E-01  -1.542E+01  1.377E+02
2430000  288.3  1.534E+02  -5.824E+00  -2.113E+01  -6.168E-01  -2.174E+01  1.375E+02
2440000  315.4  1.678E+02  1.504E+01  -1.466E+01  -6.168E-01  -1.528E+01  1.375E+02
2450000  334.4  1.779E+02  1.970E+01  -1.942E+01  -6.168E-01  -2.004E+01  1.382E+02
2460000  262.5  1.397E+02  -2.149E+01  -2.253E+01  -6.168E-01  -2.314E+01  1.380E+02
2470000  274.3  1.460E+02  -5.722E+00  -1.333E+01  -6.168E-01  -1.395E+01  1.377E+02
2480000  274.8  1.462E+02  -8.716E+00  -1.712E+01  -6.168E-01  -1.774E+01  1.372E+02
2490000  288.8  1.537E+02  -6.197E+00  -2.141E+01  -6.168E-01  -2.203E+01  1.378E+02
2500000  341.9  1.819E+02  2.185E+01  -2.134E+01  -6.168E-01  -2.196E+01  1.381E+02
2510000  303.7  1.616E+02  6.922E+00  -1.601E+01  -6.168E-01  -1.662E+01  1.381E+02
2520000  344.6  1.834E+02  3.036E+01  -1.364E+01  -6.168E-01  -1.426E+01  1.387E+02
2530000  280.4  1.492E+02  -2.365E+00  -1.297E+01  -6.168E-01  -1.359E+01  1.380E+02
2540000  303.8  1.617E+02  7.947E+00  -1.455E+01  -6.168E-01  -1.516E+01  1.386E+02
2550000  280.9  1.495E+02  -7.623E+00  -1.829E+01  -6.168E-01  -1.890E+01  1.382E+02
2560000  227.2  1.209E+02  -3.845E+01  -1.992E+01  -6.168E-01  -2.054E+01  1.388E+02
2570000  293.7  1.563E+02  2.744E+00  -1.410E+01  -6.168E-01  -1.471E+01  1.388E+02
2580000  303.5  1.615E+02  3.502E+00  -1.867E+01  -6.168E-01  -1.929E+01  1.387E+02
2590000  288.1  1.533E+02  -4.850E+00  -1.850E+01  -6.168E-01  -1.912E+01  1.390E+02
2600000  294.9  1.569E+02  2.506E+00  -1.494E+01  -6.168E-01  -1.556E+01  1.388E+02
