#step   T      Ekin       Ethermo     E_LJ      E_LJ_corr   E_LJ_tot   Econs
26100000  333.4  1.774E+02  -3.073E+01  -1.476E+01  -6.168E-01  -1.538E+01  1.927E+02
26200000  326.4  1.737E+02  -3.476E+01  -1.544E+01  -6.168E-01  -1.606E+01  1.924E+02
26300000  322.5  1.716E+02  -3.718E+01  -1.610E+01  -6.168E-01  -1.671E+01  1.921E+02
26400000  322.9  1.718E+02  -3.718E+01  -1.649E+01  -6.168E-01  -1.711E+01  1.919E+02
26500000  320.4  1.705E+02  -3.856E+01  -1.670E+01  -6.168E-01  -1.732E+01  1.917E+02
26600000  310.8  1.654E+02  -4.364E+01  -1.671E+01  -6.168E-01  -1.733E+01  1.917E+02
26700000  299.4  1.593E+02  -4.967E+01  -1.668E+01  -6.168E-01  -1.729E+01  1.917E+02
26800000  303.3  1.614E+02  -4.766E+01  -1.640E+01  -6.168E-01  -1.701E+01  1.920E+02
26900000  303.5  1.615E+02  -4.766E+01  -1.602E+01  -6.168E-01  -1.664E+01  1.925E+02
27000000  303.8  1.617E+02  -4.766E+01  -1.552E+01  -6.168E-01  -1.614E+01  1.932E+02
27100000  316.5  1.684E+02  -4.124E+01  -1.501E+01  -6.168E-01  -1.563E+01  1.940E+02
27200000  317.5  1.690E+02  -4.125E+01  -1.465E+01  -6.168E-01  -1.526E+01  1.950E+02
27300000  318.7  1.696E+02  -4.125E+01  -1.369E+01  -6.168E-01  -1.430E+01  1.965E+02
27400000  341.7  1.818E+02  -3.021E+01  -1.315E+01  -6.168E-01  -1.377E+01  1.983E+02
27500000  346.0  1.841E+02  -2.997E+01  -1.500E+01  -6.168E-01  -1.561E+01  1.985E+02
27600000  361.8  1.925E+02  -2.331E+01  -1.699E+01  -6.168E-01  -1.761E+01  1.982E+02
27700000  363.9  1.937E+02  -2.331E+01  -1.801E+01  -6.168E-01  -1.863E+01  1.983E+02
27800000  365.4  1.944E+02  -2.329E+01  -1.848E+01  -6.168E-01  -1.910E+01  1.986E+02
27900000  367.2  1.954E+02  -2.306E+01  -1.865E+01  -6.168E-01  -1.926E+01  1.992E+02
28000000  368.3  1.960E+02  -2.306E+01  -1.852E+01  -6.168E-01  -1.914E+01  1.999E+02
28100000  368.2  1.960E+02  -2.306E+01  -1.839E+01  -6.168E-01  -1.900E+01  2.000E+02
28200000  368.8  1.962E+02  -2.185E+01  -1.744E+01  -6.168E-01  -1.806E+01  2.000E+02
28300000  375.7  1.999E+02  -1.680E+01  -1.557E+01  -6.168E-01  -1.619E+01  2.006E+02
28400000  374.2  1.991E+02  -1.680E+01  -1.381E+01  -6.168E-01  -1.443E+01  2.015E+02
28500000  375.7  1.999E+02  -1.680E+01  -1.482E+01  -6.168E-01  -1.544E+01  2.013E+02
28600000  378.6  2.015E+02  -1.680E+01  -1.651E+01  -6.168E-01  -1.712E+01  2.011E+02
28700000  380.3  2.024E+02  -1.750E+01  -1.780E+01  -6.168E-01  -1.841E+01  2.015E+02
28800000  374.7  1.994E+02  -2.170E+01  -1.863E+01  -6.168E-01  -1.925E+01  2.019E+02
28900000  374.3  1.992E+02  -2.254E+01  -1.917E+01  -6.168E-01  -1.979E+01  2.019E+02
29000000  374.4  1.992E+02  -2.186E+01  -1.832E+01  -6.168E-01  -1.894E+01  2.021E+02
29100000  367.3  1.954E+02  -2.186E+01  -1.452E+01  -6.168E-01  -1.513E+01  2.022E+02
29200000  358.9  1.910E+02  -2.186E+01  -1.164E+01  -6.168E-01  -1.226E+01  2.006E+02
29300000  351.1  1.869E+02  -2.600E+01  -1.042E+01  -6.168E-01  -1.104E+01  2.018E+02
29400000  357.2  1.901E+02  -2.600E+01  -1.274E+01  -6.168E-01  -1.336E+01  2.027E+02
29500000  366.9  1.952E+02  -2.263E+01  -1.561E+01  -6.168E-01  -1.622E+01  2.017E+02
29600000  366.5  1.950E+02  -2.334E+01  -1.592E+01  -6.168E-01  -1.654E+01  2.018E+02
29700000  367.0  1.953E+02  -2.334E+01  -1.542E+01  -6.168E-01  -1.604E+01  2.026E+02
29800000  358.9  1.910E+02  -2.820E+01  -1.466E+01  -6.168E-01  -1.527E+01  2.039E+02
29900000  353.5  1.881E+02  -3.156E+01  -1.492E+01  -6.168E-01  -1.554E+01  2.041E+02
30000000  353.8  1.883E+02  -3.150E+01  -1.513E+01  -6.168E-01  -1.574E+01  2.040E+02
30100000  340.3  1.811E+02  -3.828E+01  -1.451E+01  -6.168E-01  -1.513E+01  2.042E+02
30200000  339.6  1.807E+02  -3.697E+01  -1.263E+01  -6.168E-01  -1.324E+01  2.044E+02
30300000  342.3  1.821E+02  -3.374E+01  -1.179E+01  -6.168E-01  -1.241E+01  2.035E+02
30400000  341.8  1.819E+02  -3.428E+01  -1.262E+01  -6.168E-01  -1.324E+01  2.029E+02
30500000  343.9  1.830E+02  -3.467E+01  -1.470E+01  -6.168E-01  -1.532E+01  2.023E+02
30600000  345.1  1.836E+02  -3.515E+01  -1.566E+01  -6.168E-01  -1.628E+01  2.025E+02
30700000  346.6  1.844E+02  -3.515E+01  -1.608E+01  -6.168E-01  -1.670E+01  2.029E+02
30800000  333.6  1.775E+02  -4.265E+01  -1.623E+01  -6.168E-01  -1.684E+01  2.033E+02
30900000  332.1  1.767E+02  -4.395E+01  -1.636E+01  -6.168E-01  -1.698E+01  2.037E+02
31000000  333.2  1.773E+02  -4.395E+01  -1.648E+01  -6.168E-01  -1.710E+01  2.041E+02
31100000  330.6  1.759E+02  -4.569E+01  -1.640E+01  -6.168E-01  -1.702E+01  2.046E+02
31200000  330.7  1.760E+02  -4.569E+01  -1.626E+01  -6.168E-01  -1.687E+01  2.048E+02
31300000  330.4  1.758E+02  -4.569E+01  -1.636E+01  -6.168E-01  -1.697E+01  2.045E+02
31400000  330.1  1.757E+02  -4.569E+01  -1.645E+01  -6.168E-01  -1.707E+01  2.043E+02
31500000  333.3  1.774E+02  -4.368E+01  -1.634E+01  -6.168E-01  -1.695E+01  2.041E+02
31600000  337.6  1.797E+02  -4.086E+01  -1.598E+01  -6.168E-01  -1.660E+01  2.039E+02
31700000  339.0  1.804E+02  -3.956E+01  -1.532E+01  -6.168E-01  -1.594E+01  2.040E+02
31800000  308.4  1.641E+02  -5.543E+01  -1.457E+01  -6.168E-01  -1.519E+01  2.043E+02
31900000  308.8  1.643E+02  -5.543E+01  -1.427E+01  -6.168E-01  -1.488E+01  2.049E+02
32000000  310.2  1.651E+02  -5.543E+01  -1.509E+01  -6.168E-01  -1.571E+01  2.048E+02
32100000  340.7  1.813E+02  -4.023E+01  -1.569E+01  -6.168E-01  -1.630E+01  2.052E+02
32200000  338.8  1.803E+02  -4.215E+01  -1.697E+01  -6.168E-01  -1.759E+01  2.049E+02
32300000  339.9  1.808E+02  -4.215E+01  -1.753E+01  -6.168E-01  -1.815E+01  2.048E+02
32400000  341.8  1.819E+02  -4.148E+01  -1.759E+01  -6.168E-01  -1.820E+01  2.051E+02
32500000  342.1  1.820E+02  -4.148E+01  -1.741E+01  -6.168E-01  -1.803E+01  2.055E+02
32600000  329.9  1.756E+02  -4.798E+01  -1.707E+01  -6.168E-01  -1.769E+01  2.058E+02
32700000  329.6  1.754E+02  -4.798E+01  -1.655E+01  -6.168E-01  -1.717E+01  2.062E+02
32800000  327.4  1.742E+02  -4.875E+01  -1.604E+01  -6.168E-01  -1.666E+01  2.063E+02
32900000  326.4  1.737E+02  -4.875E+01  -1.534E+01  -6.168E-01  -1.595E+01  2.065E+02
33000000  322.3  1.715E+02  -5.045E+01  -1.441E+01  -6.168E-01  -1.502E+01  2.069E+02
33100000  316.4  1.684E+02  -5.355E+01  -1.331E+01  -6.168E-01  -1.393E+01  2.080E+02
33200000  313.3  1.667E+02  -5.614E+01  -1.391E+01  -6.168E-01  -1.453E+01  2.083E+02
33300000  314.9  1.676E+02  -5.614E+01  -1.525E+01  -6.168E-01  -1.586E+01  2.078E+02
33400000  305.2  1.624E+02  -6.160E+01  -1.573E+01  -6.168E-01  -1.634E+01  2.077E+02
33500000  314.1  1.671E+02  -5.697E+01  -1.587E+01  -6.168E-01  -1.649E+01  2.076E+02
33600000  314.2  1.672E+02  -5.697E+01  -1.587E+01  -6.168E-01  -1.649E+01  2.077E+02
33700000  321.6  1.711E+02  -5.306E+01  -1.586E+01  -6.168E-01  -1.647E+01  2.077E+02
33800000  325.2  1.731E+02  -5.118E+01  -1.585E+01  -6.168E-01  -1.646E+01  2.078E+02
33900000  326.3  1.736E+02  -5.070E+01  -1.587E+01  -6.168E-01  -1.649E+01  2.079E+02
34000000  316.2  1.682E+02  -5.617E+01  -1.593E+01  -6.168E-01  -1.654E+01  2.079E+02
34100000  313.1  1.666E+02  -5.780E+01  -1.606E+01  -6.168E-01  -1.667E+01  2.077E+02
34200000  313.2  1.667E+02  -5.780E+01  -1.624E+01  -6.168E-01  -1.686E+01  2.076E+02
34300000  313.4  1.668E+02  -5.780E+01  -1.647E+01  -6.168E-01  -1.708E+01  2.075E+02
34400000  313.6  1.669E+02  -5.780E+01  -1.668E+01  -6.168E-01  -1.730E+01  2.074E+02
34500000  312.9  1.665E+02  -5.827E+01  -1.685E+01  -6.168E-01  -1.747E+01  2.073E+02
34600000  317.7  1.691E+02  -5.562E+01  -1.687E+01  -6.168E-01  -1.749E+01  2.072E+02
34700000  317.2  1.688E+02  -5.562E+01  -1.661E+01  -6.168E-01  -1.723E+01  2.072E+02
34800000  316.2  1.682E+02  -5.562E+01  -1.605E+01  -6.168E-01  -1.666E+01  2.072E+02
34900000  310.0  1.650E+02  -5.812E+01  -1.571E+01  -6.168E-01  -1.633E+01  2.068E+02
35000000  310.2  1.651E+02  -5.720E+01  -1.560E+01  -6.168E-01  -1.621E+01  2.061E+02
35100000  308.9  1.644E+02  -5.720E+01  -1.555E+01  -6.168E-01  -1.617E+01  2.054E+02
35200000  310.2  1.650E+02  -5.596E+01  -1.543E+01  -6.168E-01  -1.605E+01  2.050E+02
35300000  307.4  1.636E+02  -5.715E+01  -1.529E+01  -6.168E-01  -1.590E+01  2.048E+02
35400000  303.8  1.616E+02  -5.907E+01  -1.554E+01  -6.168E-01  -1.615E+01  2.046E+02
35500000  317.0  1.687E+02  -5.232E+01  -1.591E+01  -6.168E-01  -1.652E+01  2.045E+02
35600000  304.3  1.619E+02  -5.946E+01  -1.617E+01  -6.168E-01  -1.679E+01  2.046E+02
35700000  301.2  1.603E+02  -6.157E+01  -1.647E+01  -6.168E-01  -1.709E+01  2.048E+02
35800000  301.1  1.602E+02  -6.203E+01  -1.701E+01  -6.168E-01  -1.762E+01  2.046E+02
35900000  301.4  1.604E+02  -6.220E+01  -1.739E+01  -6.168E-01  -1.800E+01  2.046E+02
36000000  300.0  1.597E+02  -6.316E+01  -1.756E+01  -6.168E-01  -1.817E+01  2.046E+02
36100000  300.1  1.597E+02  -6.316E+01  -1.756E+01  -6.168E-01  -1.818E+01  2.047E+02
36200000  307.6  1.637E+02  -5.910E+01  -1.745E+01  -6.168E-01  -1.806E+01  2.047E+02
36300000  305.2  1.624E+02  -6.016E+01  -1.727E+01  -6.168E-01  -1.789E+01  2.047E+02
36400000  312.2  1.661E+02  -5.621E+01  -1.697E+01  -6.168E-01  -1.758E+01  2.047E+02
36500000  314.3  1.672E+02  -5.485E+01  -1.670E+01  -6.168E-01  -1.732E+01  2.047E+02
36600000  317.0  1.687E+02  -5.314E+01  -1.626E+01  -6.168E-01  -1.688E+01  2.050E+02
36700000  316.5  1.684E+02  -5.326E+01  -1.613E+01  -6.168E-01  -1.675E+01  2.050E+02
36800000  317.0  1.687E+02  -5.283E+01  -1.614E+01  -6.168E-01  -1.676E+01  2.048E+02
36900000  318.1  1.693E+02  -5.179E+01  -1.586E+01  -6.168E-01  -1.648E+01  2.046E+02
37000000  321.4  1.710E+02  -4.944E+01  -1.530E+01  -6.168E-01  -1.592E+01  2.045E+02
37100000  307.7  1.637E+02  -5.623E+01  -1.471E+01  -6.168E-01  -1.533E+01  2.046E+02
37200000  308.7  1.642E+02  -5.545E+01  -1.449E+01  -6.168E-01  -1.511E+01  2.046E+02
37300000  307.9  1.638E+02  -5.607E+01  -1.425E+01  -6.168E-01  -1.486E+01  2.050E+02
37400000  319.0  1.697E+02  -5.139E+01  -1.436E+01  -6.168E-01  -1.497E+01  2.061E+02
37500000  321.9  1.713E+02  -5.139E+01  -1.484E+01  -6.168E-01  -1.545E+01  2.072E+02
37600000  323.9  1.724E+02  -5.139E+01  -1.533E+01  -6.168E-01  -1.595E+01  2.078E+02
37700000  329.9  1.755E+02  -4.899E+01  -1.570E+01  -6.168E-01  -1.631E+01  2.082E+02
37800000  309.4  1.646E+02  -6.055E+01  -1.601E+01  -6.168E-01  -1.663E+01  2.085E+02
37900000  312.2  1.661E+02  -5.957E+01  -1.628E+01  -6.168E-01  -1.690E+01  2.088E+02
38000000  313.1  1.666E+02  -5.957E+01  -1.651E+01  -6.168E-01  -1.713E+01  2.090E+02
38100000  313.7  1.669E+02  -5.957E+01  -1.669E+01  -6.168E-01  -1.731E+01  2.092E+02
38200000  307.1  1.634E+02  -6.338E+01  -1.684E+01  -6.168E-01  -1.745E+01  2.093E+02
38300000  292.8  1.558E+02  -7.109E+01  -1.689E+01  -6.168E-01  -1.751E+01  2.094E+02
38400000  293.0  1.559E+02  -7.109E+01  -1.678E+01  -6.168E-01  -1.739E+01  2.096E+02
38500000  300.6  1.600E+02  -6.712E+01  -1.658E+01  -6.168E-01  -1.719E+01  2.099E+02
38600000  300.7  1.600E+02  -6.711E+01  -1.636E+01  -6.168E-01  -1.698E+01  2.102E+02
38700000  298.5  1.588E+02  -6.824E+01  -1.633E+01  -6.168E-01  -1.695E+01  2.101E+02
38800000  302.0  1.607E+02  -6.627E+01  -1.637E+01  -6.168E-01  -1.699E+01  2.100E+02
38900000  319.7  1.701E+02  -5.677E+01  -1.638E+01  -6.168E-01  -1.700E+01  2.099E+02
39000000  319.4  1.700E+02  -5.681E+01  -1.631E+01  -6.168E-01  -1.693E+01  2.098E+02
39100000  310.3  1.651E+02  -6.161E+01  -1.617E+01  -6.168E-01  -1.679E+01  2.099E+02
39200000  320.5  1.706E+02  -5.597E+01  -1.595E+01  -6.168E-01  -1.656E+01  2.100E+02
39300000  299.5  1.594E+02  -6.703E+01  -1.567E+01  -6.168E-01  -1.628E+01  2.101E+02
39400000  299.3  1.593E+02  -6.703E+01  -1.536E+01  -6.168E-01  -1.597E+01  2.103E+02
39500000  299.2  1.592E+02  -6.711E+01  -1.516E+01  -6.168E-01  -1.577E+01  2.105E+02
39600000  299.6  1.594E+02  -6.711E+01  -1.557E+01  -6.168E-01  -1.618E+01  2.104E+02
39700000  300.4  1.598E+02  -6.711E+01  -1.631E+01  -6.168E-01  -1.692E+01  2.100E+02
39800000  291.4  1.551E+02  -7.228E+01  -1.694E+01  -6.168E-01  -1.756E+01  2.098E+02
39900000  293.5  1.562E+02  -7.134E+01  -1.728E+01  -6.168E-01  -1.790E+01  2.096E+02
40000000  295.6  1.573E+02  -7.009E+01  -1.729E+01  -6.168E-01  -1.791E+01  2.095E+02
40100000  294.5  1.567E+02  -7.009E+01  -1.687E+01  -6.168E-01  -1.748E+01  2.093E+02
40200000  304.6  1.621E+02  -6.340E+01  -1.567E+01  -6.168E-01  -1.629E+01  2.092E+02
40300000  302.3  1.608E+02  -6.259E+01  -1.333E+01  -6.168E-01  -1.395E+01  2.095E+02
40400000  298.3  1.587E+02  -6.259E+01  -1.155E+01  -6.168E-01  -1.216E+01  2.091E+02
40500000  313.0  1.665E+02  -5.352E+01  -9.765E+00  -6.168E-01  -1.038E+01  2.097E+02
40600000  314.0  1.671E+02  -5.368E+01  -9.534E+00  -6.168E-01  -1.015E+01  2.106E+02
40700000  324.3  1.726E+02  -5.002E+01  -9.577E+00  -6.168E-01  -1.019E+01  2.124E+02
40800000  316.5  1.684E+02  -5.611E+01  -1.004E+01  -6.168E-01  -1.066E+01  2.139E+02
40900000  308.3  1.641E+02  -6.274E+01  -1.090E+01  -6.168E-01  -1.152E+01  2.153E+02
41000000  314.7  1.674E+02  -6.274E+01  -1.177E+01  -6.168E-01  -1.239E+01  2.178E+02
41100000  320.1  1.703E+02  -6.274E+01  -1.568E+01  -6.168E-01  -1.630E+01  2.168E+02
41200000  329.4  1.753E+02  -5.911E+01  -1.699E+01  -6.168E-01  -1.761E+01  2.168E+02
41300000  330.5  1.759E+02  -5.911E+01  -1.735E+01  -6.168E-01  -1.796E+01  2.170E+02
41400000  321.9  1.713E+02  -6.393E+01  -1.743E+01  -6.168E-01  -1.805E+01  2.172E+02
41500000  321.9  1.713E+02  -6.393E+01  -1.742E+01  -6.168E-01  -1.804E+01  2.172E+02
41600000  321.7  1.712E+02  -6.393E+01  -1.730E+01  -6.168E-01  -1.791E+01  2.172E+02
41700000  316.7  1.685E+02  -6.630E+01  -1.704E+01  -6.168E-01  -1.766E+01  2.172E+02
41800000  313.7  1.669E+02  -6.761E+01  -1.662E+01  -6.168E-01  -1.724E+01  2.173E+02
41900000  306.7  1.632E+02  -7.100E+01  -1.593E+01  -6.168E-01  -1.655E+01  2.176E+02
42000000  317.6  1.690E+02  -6.497E+01  -1.501E+01  -6.168E-01  -1.563E+01  2.183E+02
42100000  322.8  1.718E+02  -6.176E+01  -1.440E+01  -6.168E-01  -1.502E+01  2.185E+02
42200000  314.8  1.675E+02  -6.562E+01  -1.343E+01  -6.168E-01  -1.404E+01  2.191E+02
42300000  311.5  1.657E+02  -6.848E+01  -1.353E+01  -6.168E-01  -1.414E+01  2.201E+02
42400000  325.8  1.734E+02  -6.248E+01  -1.377E+01  -6.168E-01  -1.439E+01  2.215E+02
42500000  330.0  1.756E+02  -6.230E+01  -1.434E+01  -6.168E-01  -1.496E+01  2.229E+02
42600000  334.4  1.780E+02  -6.230E+01  -1.516E+01  -6.168E-01  -1.577E+01  2.245E+02
42700000  338.9  1.803E+02  -6.230E+01  -1.548E+01  -6.168E-01  -1.609E+01  2.265E+02
42800000  347.9  1.851E+02  -5.993E+01  -1.530E+01  -6.168E-01  -1.592E+01  2.291E+02
42900000  356.3  1.896E+02  -5.763E+01  -1.605E+01  -6.168E-01  -1.667E+01  2.306E+02
43000000  361.3  1.923E+02  -5.610E+01  -1.676E+01  -6.168E-01  -1.738E+01  2.310E+02
43100000  362.3  1.928E+02  -5.610E+01  -1.706E+01  -6.168E-01  -1.767E+01  2.312E+02
43200000  358.1  1.906E+02  -5.849E+01  -1.703E+01  -6.168E-01  -1.765E+01  2.314E+02
43300000  351.9  1.873E+02  -6.189E+01  -1.682E+01  -6.168E-01  -1.743E+01  2.317E+02
43400000  352.0  1.873E+02  -6.189E+01  -1.665E+01  -6.168E-01  -1.727E+01  2.319E+02
43500000  353.7  1.882E+02  -6.091E+01  -1.623E+01  -6.168E-01  -1.684E+01  2.323E+02
43600000  356.4  1.897E+02  -5.960E+01  -1.546E+01  -6.168E-01  -1.608E+01  2.332E+02
43700000  344.9  1.835E+02  -6.615E+01  -1.432E+01  -6.168E-01  -1.494E+01  2.347E+02
43800000  343.7  1.829E+02  -6.762E+01  -1.261E+01  -6.168E-01  -1.323E+01  2.373E+02
43900000  349.3  1.859E+02  -6.642E+01  -1.216E+01  -6.168E-01  -1.278E+01  2.395E+02
44000000  352.2  1.874E+02  -6.642E+01  -1.349E+01  -6.168E-01  -1.410E+01  2.397E+02
44100000  345.0  1.836E+02  -7.072E+01  -1.454E+01  -6.168E-01  -1.516E+01  2.391E+02
44200000  345.2  1.837E+02  -7.072E+01  -1.496E+01  -6.168E-01  -1.558E+01  2.388E+02
44300000  351.1  1.868E+02  -6.763E+01  -1.517E+01  -6.168E-01  -1.578E+01  2.387E+02
44400000  366.5  1.950E+02  -5.949E+01  -1.519E+01  -6.168E-01  -1.581E+01  2.387E+02
44500000  364.0  1.937E+02  -6.064E+01  -1.503E+01  -6.168E-01  -1.565E+01  2.387E+02
44600000  361.0  1.921E+02  -6.193E+01  -1.480E+01  -6.168E-01  -1.542E+01  2.386E+02
44700000  358.5  1.907E+02  -6.303E+01  -1.453E+01  -6.168E-01  -1.515E+01  2.386E+02
44800000  372.0  1.980E+02  -5.573E+01  -1.430E+01  -6.168E-01  -1.491E+01  2.388E+02
44900000  372.3  1.981E+02  -5.573E+01  -1.388E+01  -6.168E-01  -1.449E+01  2.393E+02
45000000  363.6  1.935E+02  -6.069E+01  -1.273E+01  -6.168E-01  -1.335E+01  2.408E+02
45100000  371.4  1.976E+02  -5.648E+01  -1.194E+01  -6.168E-01  -1.256E+01  2.415E+02
45200000  366.0  1.947E+02  -5.926E+01  -1.169E+01  -6.168E-01  -1.231E+01  2.417E+02
45300000  373.0  1.985E+02  -5.680E+01  -1.277E+01  -6.168E-01  -1.338E+01  2.419E+02
45400000  387.5  2.062E+02  -5.094E+01  -1.446E+01  -6.168E-01  -1.508E+01  2.421E+02
45500000  400.7  2.132E+02  -4.532E+01  -1.563E+01  -6.168E-01  -1.624E+01  2.423E+02
45600000  412.1  2.193E+02  -4.004E+01  -1.618E+01  -6.168E-01  -1.680E+01  2.425E+02
45700000  401.5  2.136E+02  -4.610E+01  -1.637E+01  -6.168E-01  -1.699E+01  2.428E+02
45800000  401.8  2.138E+02  -4.610E+01  -1.637E+01  -6.168E-01  -1.699E+01  2.429E+02
45900000  397.7  2.116E+02  -4.834E+01  -1.622E+01  -6.168E-01  -1.684E+01  2.431E+02
46000000  397.0  2.112E+02  -4.851E+01  -1.590E+01  -6.168E-01  -1.652E+01  2.432E+02
46100000  396.1  2.108E+02  -4.851E+01  -1.536E+01  -6.168E-01  -1.598E+01  2.433E+02
46200000  400.4  2.131E+02  -4.558E+01  -1.491E+01  -6.168E-01  -1.552E+01  2.431E+02
46300000  398.9  2.123E+02  -4.558E+01  -1.406E+01  -6.168E-01  -1.467E+01  2.432E+02
46400000  396.4  2.110E+02  -4.558E+01  -1.223E+01  -6.168E-01  -1.285E+01  2.437E+02
46500000  388.5  2.067E+02  -4.811E+01  -1.105E+01  -6.168E-01  -1.167E+01  2.432E+02
46600000  370.3  1.971E+02  -5.611E+01  -9.340E+00  -6.168E-01  -9.956E+00  2.432E+02
46700000  369.2  1.964E+02  -5.611E+01  -7.133E+00  -6.168E-01  -7.750E+00  2.448E+02
46800000  367.6  1.956E+02  -5.898E+01  -8.580E+00  -6.168E-01  -9.197E+00  2.454E+02
46900000  372.0  1.979E+02  -5.925E+01  -9.798E+00  -6.168E-01  -1.042E+01  2.468E+02
