#step   T      Ekin       Ethermo     E_LJ      E_LJ_corr   E_LJ_tot   Econs
25800000  289.7  1.542E+02  -4.854E+00  -1.983E+01  -6.168E-01  -2.044E+01  1.386E+02
25900000  297.7  1.584E+02  -4.087E-01  -1.965E+01  -6.168E-01  -2.027E+01  1.386E+02
26000000  289.7  1.542E+02  -4.398E+00  -1.938E+01  -6.168E-01  -2.000E+01  1.386E+02
26100000  288.6  1.536E+02  -4.812E+00  -1.919E+01  -6.168E-01  -1.981E+01  1.386E+02
26200000  289.3  1.539E+02  -4.310E+00  -1.907E+01  -6.168E-01  -1.969E+01  1.386E+02
26300000  291.1  1.549E+02  -3.180E+00  -1.893E+01  -6.168E-01  -1.955E+01  1.386E+02
26400000  291.3  1.550E+02  -3.180E+00  -1.899E+01  -6.168E-01  -1.961E+01  1.386E+02
26500000  292.3  1.555E+02  -2.865E+00  -1.921E+01  -6.168E-01  -1.983E+01  1.386E+02
26600000  293.7  1.563E+02  -2.347E+00  -1.945E+01  -6.168E-01  -2.006E+01  1.386E+02
26700000  297.9  1.585E+02  -4.108E-02  -1.936E+01  -6.168E-01  -1.998E+01  1.386E+02
26800000  299.3  1.593E+02  1.160E+00  -1.894E+01  -6.168E-01  -1.956E+01  1.386E+02
26900000  297.6  1.584E+02  1.160E+00  -1.802E+01  -6.168E-01  -1.864E+01  1.386E+02
27000000  294.9  1.569E+02  1.160E+00  -1.656E+01  -6.168E-01  -1.717E+01  1.386E+02
27100000  293.2  1.560E+02  1.876E+00  -1.498E+01  -6.168E-01  -1.560E+01  1.386E+02
27200000  296.3  1.576E+02  4.439E+00  -1.403E+01  -6.168E-01  -1.464E+01  1.386E+02
27300000  295.6  1.573E+02  4.439E+00  -1.367E+01  -6.168E-01  -1.429E+01  1.386E+02
27400000  294.4  1.567E+02  3.437E+00  -1.406E+01  -6.168E-01  -1.467E+01  1.386E+02
27500000  289.2  1.539E+02  1.168E-01  -1.457E+01  -6.168E-01  -1.519E+01  1.386E+02
27600000  288.5  1.535E+02  -4.883E-01  -1.482E+01  -6.168E-01  -1.544E+01  1.386E+02
27700000  288.4  1.535E+02  -4.883E-01  -1.479E+01  -6.168E-01  -1.541E+01  1.386E+02
27800000  294.4  1.567E+02  2.536E+00  -1.495E+01  -6.168E-01  -1.557E+01  1.386E+02
27900000  289.8  1.542E+02  -7.263E-01  -1.577E+01  -6.168E-01  -1.639E+01  1.386E+02
28000000  292.2  1.555E+02  -7.263E-01  -1.702E+01  -6.168E-01  -1.764E+01  1.386E+02
28100000  294.3  1.566E+02  -7.263E-01  -1.815E+01  -6.168E-01  -1.877E+01  1.386E+02
28200000  296.5  1.578E+02  4.812E-01  -1.814E+01  -6.168E-01  -1.876E+01  1.386E+02
28300000  290.5  1.546E+02  -2.524E+00  -1.791E+01  -6.168E-01  -1.853E+01  1.386E+02
28400000  289.9  1.543E+02  -2.524E+00  -1.761E+01  -6.168E-01  -1.823E+01  1.386E+02
28500000  289.3  1.539E+02  -2.524E+00  -1.727E+01  -6.168E-01  -1.789E+01  1.386E+02
28600000  288.8  1.537E+02  -2.524E+00  -1.700E+01  -6.168E-01  -1.762E+01  1.386E+02
28700000  303.5  1.615E+02  5.339E+00  -1.698E+01  -6.168E-01  -1.759E+01  1.386E+02
28800000  294.6  1.567E+02  3.360E-01  -1.723E+01  -6.168E-01  -1.785E+01  1.386E+02
28900000  293.3  1.561E+02  -6.636E-01  -1.757E+01  -6.168E-01  -1.819E+01  1.386E+02
29000000  296.5  1.578E+02  8.606E-01  -1.774E+01  -6.168E-01  -1.836E+01  1.386E+02
29100000  296.2  1.576E+02  8.606E-01  -1.755E+01  -6.168E-01  -1.817E+01  1.386E+02
29200000  295.2  1.571E+02  8.606E-01  -1.705E+01  -6.168E-01  -1.767E+01  1.386E+02
29300000  292.7  1.558E+02  -2.802E-01  -1.685E+01  -6.168E-01  -1.747E+01  1.386E+02
29400000  294.3  1.566E+02  -2.802E-01  -1.769E+01  -6.168E-01  -1.830E+01  1.386E+02
29500000  295.3  1.571E+02  -1.167E+00  -1.912E+01  -6.168E-01  -1.973E+01  1.386E+02
29600000  304.3  1.619E+02  2.378E+00  -2.036E+01  -6.168E-01  -2.098E+01  1.386E+02
29700000  305.6  1.626E+02  2.378E+00  -2.106E+01  -6.168E-01  -2.168E+01  1.386E+02
29800000  307.0  1.633E+02  2.891E+00  -2.128E+01  -6.168E-01  -2.189E+01  1.386E+02
29900000  310.2  1.651E+02  4.644E+00  -2.124E+01  -6.168E-01  -2.186E+01  1.386E+02
30000000  325.5  1.732E+02  1.288E+01  -2.112E+01  -6.168E-01  -2.174E+01  1.386E+02
30100000  324.0  1.724E+02  1.225E+01  -2.099E+01  -6.168E-01  -2.160E+01  1.386E+02
30200000  317.0  1.687E+02  8.694E+00  -2.078E+01  -6.168E-01  -2.140E+01  1.386E+02
30300000  313.9  1.670E+02  7.491E+00  -2.035E+01  -6.168E-01  -2.097E+01  1.386E+02
30400000  325.5  1.732E+02  1.442E+01  -1.963E+01  -6.168E-01  -2.025E+01  1.386E+02
30500000  341.4  1.817E+02  2.366E+01  -1.884E+01  -6.168E-01  -1.945E+01  1.386E+02
30600000  340.8  1.814E+02  2.366E+01  -1.852E+01  -6.168E-01  -1.913E+01  1.386E+02
30700000  341.6  1.818E+02  2.366E+01  -1.892E+01  -6.168E-01  -1.953E+01  1.386E+02
30800000  341.1  1.815E+02  2.275E+01  -1.960E+01  -6.168E-01  -2.022E+01  1.386E+02
30900000  331.3  1.763E+02  1.702E+01  -2.009E+01  -6.168E-01  -2.071E+01  1.386E+02
31000000  331.6  1.764E+02  1.702E+01  -2.025E+01  -6.168E-01  -2.086E+01  1.386E+02
31100000  334.3  1.779E+02  1.855E+01  -2.017E+01  -6.168E-01  -2.079E+01  1.386E+02
31200000  334.2  1.778E+02  1.855E+01  -2.010E+01  -6.168E-01  -2.071E+01  1.386E+02
31300000  334.3  1.779E+02  1.855E+01  -2.015E+01  -6.168E-01  -2.077E+01  1.386E+02
31400000  334.1  1.778E+02  1.855E+01  -2.003E+01  -6.168E-01  -2.064E+01  1.386E+02
31500000  341.1  1.815E+02  2.303E+01  -1.929E+01  -6.168E-01  -1.990E+01  1.386E+02
31600000  337.7  1.797E+02  2.243E+01  -1.808E+01  -6.168E-01  -1.870E+01  1.386E+02
31700000  339.5  1.807E+02  2.363E+01  -1.784E+01  -6.168E-01  -1.846E+01  1.386E+02
31800000  347.3  1.848E+02  2.644E+01  -1.919E+01  -6.168E-01  -1.981E+01  1.386E+02
31900000  350.3  1.864E+02  2.644E+01  -2.079E+01  -6.168E-01  -2.140E+01  1.386E+02
32000000  351.6  1.871E+02  2.644E+01  -2.145E+01  -6.168E-01  -2.207E+01  1.386E+02
32100000  336.4  1.790E+02  1.883E+01  -2.101E+01  -6.168E-01  -2.162E+01  1.386E+02
32200000  326.0  1.735E+02  1.440E+01  -1.991E+01  -6.168E-01  -2.052E+01  1.386E+02
32300000  323.8  1.723E+02  1.440E+01  -1.872E+01  -6.168E-01  -1.934E+01  1.386E+02
32400000  319.2  1.699E+02  1.319E+01  -1.748E+01  -6.168E-01  -1.810E+01  1.386E+02
32500000  316.5  1.684E+02  1.319E+01  -1.606E+01  -6.168E-01  -1.668E+01  1.386E+02
32600000  306.6  1.631E+02  8.930E+00  -1.502E+01  -6.168E-01  -1.563E+01  1.386E+02
32700000  307.3  1.635E+02  8.930E+00  -1.540E+01  -6.168E-01  -1.602E+01  1.386E+02
32800000  309.5  1.647E+02  8.516E+00  -1.701E+01  -6.168E-01  -1.763E+01  1.386E+02
32900000  312.7  1.664E+02  8.516E+00  -1.871E+01  -6.168E-01  -1.933E+01  1.386E+02
33000000  306.7  1.632E+02  4.142E+00  -1.990E+01  -6.168E-01  -2.051E+01  1.386E+02
33100000  304.7  1.622E+02  2.472E+00  -2.050E+01  -6.168E-01  -2.112E+01  1.386E+02
33200000  309.3  1.646E+02  4.992E+00  -2.041E+01  -6.168E-01  -2.103E+01  1.386E+02
33300000  308.5  1.642E+02  4.992E+00  -2.000E+01  -6.168E-01  -2.061E+01  1.386E+02
33400000  316.4  1.684E+02  9.595E+00  -1.962E+01  -6.168E-01  -2.023E+01  1.386E+02
33500000  314.4  1.673E+02  8.646E+00  -1.948E+01  -6.168E-01  -2.010E+01  1.386E+02
33600000  314.5  1.673E+02  8.646E+00  -1.951E+01  -6.168E-01  -2.012E+01  1.386E+02
33700000  314.2  1.672E+02  8.618E+00  -1.938E+01  -6.168E-01  -2.000E+01  1.386E+02
33800000  313.1  1.666E+02  8.784E+00  -1.866E+01  -6.168E-01  -1.928E+01  1.386E+02
33900000  310.7  1.653E+02  9.566E+00  -1.659E+01  -6.168E-01  -1.721E+01  1.386E+02
34000000  297.0  1.581E+02  5.821E+00  -1.306E+01  -6.168E-01  -1.368E+01  1.386E+02
34100000  298.6  1.589E+02  7.844E+00  -1.187E+01  -6.168E-01  -1.248E+01  1.386E+02
34200000  304.7  1.621E+02  7.844E+00  -1.512E+01  -6.168E-01  -1.574E+01  1.386E+02
34300000  310.6  1.653E+02  7.844E+00  -1.824E+01  -6.168E-01  -1.886E+01  1.386E+02
34400000  313.1  1.666E+02  7.844E+00  -1.956E+01  -6.168E-01  -2.018E+01  1.386E+02
34500000  297.9  1.585E+02  -5.799E-01  -1.992E+01  -6.168E-01  -2.054E+01  1.386E+02
34600000  296.3  1.577E+02  -1.347E+00  -1.984E+01  -6.168E-01  -2.046E+01  1.386E+02
34700000  295.7  1.573E+02  -1.347E+00  -1.951E+01  -6.168E-01  -2.013E+01  1.386E+02
34800000  294.7  1.568E+02  -1.347E+00  -1.899E+01  -6.168E-01  -1.960E+01  1.386E+02
34900000  304.1  1.618E+02  4.346E+00  -1.830E+01  -6.168E-01  -1.892E+01  1.386E+02
35000000  301.1  1.602E+02  3.419E+00  -1.763E+01  -6.168E-01  -1.825E+01  1.386E+02
35100000  300.3  1.598E+02  3.419E+00  -1.720E+01  -6.168E-01  -1.781E+01  1.386E+02
35200000  290.8  1.547E+02  -1.609E+00  -1.716E+01  -6.168E-01  -1.778E+01  1.386E+02
35300000  289.4  1.540E+02  -2.600E+00  -1.740E+01  -6.168E-01  -1.802E+01  1.386E+02
35400000  293.7  1.563E+02  -4.398E-01  -1.755E+01  -6.168E-01  -1.817E+01  1.386E+02
35500000  298.4  1.588E+02  2.322E+00  -1.728E+01  -6.168E-01  -1.790E+01  1.386E+02
35600000  287.0  1.527E+02  -2.943E+00  -1.650E+01  -6.168E-01  -1.711E+01  1.386E+02
35700000  286.9  1.526E+02  -2.410E+00  -1.588E+01  -6.168E-01  -1.650E+01  1.386E+02
35800000  288.9  1.537E+02  -1.161E+00  -1.569E+01  -6.168E-01  -1.631E+01  1.386E+02
35900000  286.4  1.524E+02  -2.892E+00  -1.611E+01  -6.168E-01  -1.673E+01  1.386E+02
36000000  286.7  1.526E+02  -3.527E+00  -1.693E+01  -6.168E-01  -1.755E+01  1.386E+02
36100000  288.6  1.536E+02  -3.527E+00  -1.790E+01  -6.168E-01  -1.852E+01  1.386E+02
36200000  287.5  1.530E+02  -4.959E+00  -1.876E+01  -6.168E-01  -1.937E+01  1.386E+02
36300000  277.7  1.478E+02  -1.081E+01  -1.942E+01  -6.168E-01  -2.004E+01  1.386E+02
36400000  281.4  1.497E+02  -9.190E+00  -1.975E+01  -6.168E-01  -2.037E+01  1.386E+02
36500000  275.1  1.464E+02  -1.262E+01  -1.983E+01  -6.168E-01  -2.045E+01  1.386E+02
36600000  276.3  1.471E+02  -1.183E+01  -1.970E+01  -6.168E-01  -2.032E+01  1.386E+02
36700000  266.8  1.420E+02  -1.659E+01  -1.940E+01  -6.168E-01  -2.002E+01  1.386E+02
36800000  263.7  1.403E+02  -1.785E+01  -1.898E+01  -6.168E-01  -1.960E+01  1.386E+02
36900000  264.6  1.408E+02  -1.697E+01  -1.862E+01  -6.168E-01  -1.923E+01  1.386E+02
37000000  260.5  1.386E+02  -1.914E+01  -1.860E+01  -6.168E-01  -1.921E+01  1.386E+02
37100000  250.3  1.332E+02  -2.503E+01  -1.901E+01  -6.168E-01  -1.963E+01  1.386E+02
37200000  245.9  1.309E+02  -2.793E+01  -1.960E+01  -6.168E-01  -2.022E+01  1.386E+02
37300000  246.7  1.313E+02  -2.796E+01  -2.006E+01  -6.168E-01  -2.067E+01  1.386E+02
37400000  245.0  1.304E+02  -2.923E+01  -2.040E+01  -6.168E-01  -2.102E+01  1.386E+02
37500000  245.2  1.305E+02  -2.923E+01  -2.052E+01  -6.168E-01  -2.114E+01  1.386E+02
37600000  245.0  1.304E+02  -2.923E+01  -2.040E+01  -6.168E-01  -2.102E+01  1.386E+02
37700000  239.5  1.274E+02  -3.184E+01  -2.010E+01  -6.168E-01  -2.072E+01  1.386E+02
37800000  248.7  1.323E+02  -2.662E+01  -1.976E+01  -6.168E-01  -2.038E+01  1.386E+02
37900000  240.2  1.278E+02  -3.086E+01  -1.948E+01  -6.168E-01  -2.010E+01  1.386E+02
38000000  239.9  1.277E+02  -3.086E+01  -1.935E+01  -6.168E-01  -1.996E+01  1.386E+02
38100000  239.9  1.277E+02  -3.086E+01  -1.933E+01  -6.168E-01  -1.994E+01  1.386E+02
38200000  252.6  1.344E+02  -2.415E+01  -1.936E+01  -6.168E-01  -1.998E+01  1.386E+02
38300000  258.8  1.377E+02  -2.088E+01  -1.941E+01  -6.168E-01  -2.003E+01  1.386E+02
38400000  258.8  1.377E+02  -2.088E+01  -1.944E+01  -6.168E-01  -2.006E+01  1.386E+02
38500000  254.9  1.356E+02  -2.295E+01  -1.940E+01  -6.168E-01  -2.001E+01  1.386E+02
38600000  269.6  1.434E+02  -1.502E+01  -1.928E+01  -6.168E-01  -1.990E+01  1.386E+02
38700000  269.3  1.433E+02  -1.493E+01  -1.904E+01  -6.168E-01  -1.966E+01  1.386E+02
38800000  267.6  1.424E+02  -1.550E+01  -1.870E+01  -6.168E-01  -1.932E+01  1.386E+02
38900000  275.7  1.467E+02  -1.085E+01  -1.836E+01  -6.168E-01  -1.898E+01  1.386E+02
39000000  274.4  1.460E+02  -1.138E+01  -1.821E+01  -6.168E-01  -1.883E+01  1.386E+02
39100000  287.9  1.532E+02  -4.312E+00  -1.833E+01  -6.168E-01  -1.895E+01  1.386E+02
39200000  294.4  1.566E+02  -1.164E+00  -1.863E+01  -6.168E-01  -1.925E+01  1.386E+02
39300000  290.2  1.544E+02  -3.692E+00  -1.895E+01  -6.168E-01  -1.957E+01  1.386E+02
39400000  290.7  1.547E+02  -3.692E+00  -1.922E+01  -6.168E-01  -1.983E+01  1.386E+02
39500000  283.7  1.510E+02  -7.575E+00  -1.936E+01  -6.168E-01  -1.998E+01  1.386E+02
39600000  283.8  1.510E+02  -7.575E+00  -1.942E+01  -6.168E-01  -2.004E+01  1.386E+02
39700000  283.8  1.510E+02  -7.575E+00  -1.940E+01  -6.168E-01  -2.001E+01  1.386E+02
39800000  282.4  1.503E+02  -8.206E+00  -1.930E+01  -6.168E-01  -1.991E+01  1.386E+02
39900000  273.6  1.456E+02  -1.272E+01  -1.914E+01  -6.168E-01  -1.976E+01  1.386E+02
40000000  282.3  1.502E+02  -7.884E+00  -1.890E+01  -6.168E-01  -1.952E+01  1.386E+02
40100000  281.3  1.497E+02  -7.884E+00  -1.838E+01  -6.168E-01  -1.899E+01  1.386E+02
40200000  275.6  1.467E+02  -1.001E+01  -1.751E+01  -6.168E-01  -1.812E+01  1.386E+02
40300000  284.6  1.515E+02  -4.913E+00  -1.720E+01  -6.168E-01  -1.782E+01  1.386E+02
40400000  284.3  1.513E+02  -4.913E+00  -1.702E+01  -6.168E-01  -1.763E+01  1.386E+02
40500000  277.4  1.476E+02  -8.336E+00  -1.674E+01  -6.168E-01  -1.736E+01  1.386E+02
40600000  277.4  1.476E+02  -7.892E+00  -1.632E+01  -6.168E-01  -1.693E+01  1.386E+02
40700000  290.2  1.544E+02  -5.223E-01  -1.575E+01  -6.168E-01  -1.637E+01  1.386E+02
40800000  284.3  1.513E+02  -3.354E+00  -1.543E+01  -6.168E-01  -1.605E+01  1.386E+02
40900000  290.0  1.543E+02  -5.514E-01  -1.568E+01  -6.168E-01  -1.630E+01  1.386E+02
41000000  289.9  1.543E+02  -5.514E-01  -1.564E+01  -6.168E-01  -1.626E+01  1.386E+02
41100000  289.1  1.539E+02  -5.514E-01  -1.524E+01  -6.168E-01  -1.585E+01  1.386E+02
41200000  290.2  1.544E+02  6.346E-01  -1.461E+01  -6.168E-01  -1.522E+01  1.386E+02
41300000  289.9  1.543E+02  6.346E-01  -1.444E+01  -6.168E-01  -1.506E+01  1.386E+02
41400000  299.2  1.592E+02  4.793E+00  -1.524E+01  -6.168E-01  -1.586E+01  1.386E+02
41500000  301.7  1.605E+02  4.793E+00  -1.658E+01  -6.168E-01  -1.719E+01  1.386E+02
41600000  303.8  1.617E+02  4.793E+00  -1.769E+01  -6.168E-01  -1.831E+01  1.386E+02
41700000  302.4  1.609E+02  3.453E+00  -1.828E+01  -6.168E-01  -1.889E+01  1.386E+02
41800000  305.5  1.626E+02  4.935E+00  -1.844E+01  -6.168E-01  -1.906E+01  1.386E+02
41900000  302.2  1.608E+02  3.223E+00  -1.839E+01  -6.168E-01  -1.901E+01  1.386E+02
42000000  299.0  1.591E+02  1.675E+00  -1.824E+01  -6.168E-01  -1.886E+01  1.386E+02
42100000  309.4  1.646E+02  7.385E+00  -1.806E+01  -6.168E-01  -1.868E+01  1.386E+02
42200000  306.0  1.628E+02  5.673E+00  -1.799E+01  -6.168E-01  -1.861E+01  1.386E+02
42300000  302.0  1.607E+02  3.464E+00  -1.807E+01  -6.168E-01  -1.869E+01  1.386E+02
42400000  305.2  1.624E+02  4.956E+00  -1.826E+01  -6.168E-01  -1.888E+01  1.386E+02
42500000  308.0  1.639E+02  6.248E+00  -1.849E+01  -6.168E-01  -1.911E+01  1.386E+02
42600000  308.5  1.641E+02  6.248E+00  -1.872E+01  -6.168E-01  -1.934E+01  1.386E+02
42700000  308.7  1.643E+02  6.248E+00  -1.882E+01  -6.168E-01  -1.944E+01  1.386E+02
42800000  294.1  1.565E+02  -1.296E+00  -1.863E+01  -6.168E-01  -1.925E+01  1.386E+02
42900000  296.8  1.579E+02  6.932E-01  -1.806E+01  -6.168E-01  -1.868E+01  1.386E+02
43000000  302.6  1.610E+02  4.710E+00  -1.711E+01  -6.168E-01  -1.772E+01  1.386E+02
43100000  301.2  1.603E+02  4.710E+00  -1.640E+01  -6.168E-01  -1.702E+01  1.386E+02
43200000  288.1  1.533E+02  -2.316E+00  -1.645E+01  -6.168E-01  -1.707E+01  1.386E+02
43300000  284.8  1.516E+02  -4.669E+00  -1.705E+01  -6.168E-01  -1.767E+01  1.386E+02
43400000  286.1  1.523E+02  -4.669E+00  -1.774E+01  -6.168E-01  -1.836E+01  1.386E+02
43500000  287.0  1.527E+02  -4.706E+00  -1.823E+01  -6.168E-01  -1.884E+01  1.386E+02
43600000  284.4  1.513E+02  -6.117E+00  -1.825E+01  -6.168E-01  -1.887E+01  1.386E+02
43700000  277.7  1.477E+02  -8.613E+00  -1.718E+01  -6.168E-01  -1.780E+01  1.386E+02
43800000  272.5  1.450E+02  -8.985E+00  -1.481E+01  -6.168E-01  -1.543E+01  1.386E+02
43900000  265.5  1.413E+02  -9.542E+00  -1.165E+01  -6.168E-01  -1.227E+01  1.386E+02
44000000  262.8  1.398E+02  -9.542E+00  -1.021E+01  -6.168E-01  -1.083E+01  1.386E+02
44100000  266.5  1.418E+02  -9.415E+00  -1.204E+01  -6.168E-01  -1.266E+01  1.386E+02
44200000  272.3  1.449E+02  -9.415E+00  -1.514E+01  -6.168E-01  -1.576E+01  1.386E+02
44300000  285.9  1.521E+02  -4.612E+00  -1.756E+01  -6.168E-01  -1.818E+01  1.386E+02
44400000  291.0  1.549E+02  -2.947E+00  -1.863E+01  -6.168E-01  -1.925E+01  1.386E+02
44500000  300.7  1.600E+02  2.108E+00  -1.870E+01  -6.168E-01  -1.931E+01  1.386E+02
44600000  294.0  1.564E+02  -1.026E+00  -1.828E+01  -6.168E-01  -1.889E+01  1.386E+02
44700000  299.9  1.596E+02  2.753E+00  -1.765E+01  -6.168E-01  -1.826E+01  1.386E+02
44800000  293.9  1.564E+02  4.037E-01  -1.682E+01  -6.168E-01  -1.744E+01  1.386E+02
44900000  293.3  1.561E+02  4.037E-01  -1.649E+01  -6.168E-01  -1.711E+01  1.386E+02
45000000  281.2  1.496E+02  -6.268E+00  -1.674E+01  -6.168E-01  -1.735E+01  1.386E+02
45100000  266.7  1.419E+02  -1.458E+01  -1.733E+01  -6.168E-01  -1.794E+01  1.386E+02
45200000  269.0  1.432E+02  -1.394E+01  -1.792E+01  -6.168E-01  -1.853E+01  1.386E+02
45300000  277.4  1.476E+02  -9.854E+00  -1.828E+01  -6.168E-01  -1.889E+01  1.386E+02
45400000  286.8  1.526E+02  -4.908E+00  -1.834E+01  -6.168E-01  -1.896E+01  1.386E+02
45500000  285.5  1.519E+02  -5.468E+00  -1.820E+01  -6.168E-01  -1.882E+01  1.386E+02
45600000  292.2  1.555E+02  -1.677E+00  -1.798E+01  -6.168E-01  -1.860E+01  1.386E+02
45700000  287.4  1.530E+02  -4.000E+00  -1.778E+01  -6.168E-01  -1.839E+01  1.386E+02
45800000  286.9  1.527E+02  -4.000E+00  -1.750E+01  -6.168E-01  -1.812E+01  1.386E+02
45900000  282.5  1.503E+02  -5.903E+00  -1.706E+01  -6.168E-01  -1.768E+01  1.386E+02
46000000  289.9  1.543E+02  -1.444E+00  -1.653E+01  -6.168E-01  -1.715E+01  1.386E+02
46100000  289.1  1.538E+02  -1.444E+00  -1.610E+01  -6.168E-01  -1.671E+01  1.386E+02
46200000  301.2  1.603E+02  5.455E+00  -1.562E+01  -6.168E-01  -1.624E+01  1.386E+02
46300000  299.0  1.591E+02  5.455E+00  -1.445E+01  -6.168E-01  -1.507E+01  1.386E+02
46400000  295.9  1.575E+02  5.455E+00  -1.282E+01  -6.168E-01  -1.343E+01  1.386E+02
46500000  293.2  1.560E+02  4.681E+00  -1.214E+01  -6.168E-01  -1.276E+01  1.386E+02
46600000  303.3  1.614E+02  1.013E+01  -1.210E+01  -6.168E-01  -1.272E+01  1.386E+02
46700000  303.1  1.613E+02  1.013E+01  -1.195E+01  -6.168E-01  -1.257E+01  1.386E+02
46800000  306.2  1.630E+02  1.181E+01  -1.197E+01  -6.168E-01  -1.259E+01  1.386E+02
46900000  303.8  1.617E+02  9.886E+00  -1.261E+01  -6.168E-01  -1.322E+01  1.386E+02
